003477202509101233075300530659,Right
006327202509041351075300530684,Wrong
010305202508121219075100510659,Right
006092202509021425074800480656,Right
006618202509101339075300530684,Wrong
005861202509051907075100510850,Wrong
004093202509191302075200520850,Right
006805202509201206075200520659,Right
012446202509101315074600460656,Right
007004202509231259075100510850,Right
012181202509062011074600460656,Right
006030202508311327074800480656,Right
011435202509071402075100510659,Right
007045202509191331075300530684,Wrong
006449202509071318075200520659,Wrong
012084202509051312074600460656,Right
005679202509022011075100510850,Right
010095202509151252075100510684,Wrong
011054202509211256075200520684,Right
002348202509231250075300530850,Right
011673202509121438075100510659,Right
009503202508301324075200520684,Right
002136202509101437075300530850,Right
010928202509191350075200520684,Wrong
003796202509111146075200520850,Right
004275202509161231074900490656,Right
006167202509011330075300530684,Right
005654202509021429075100510850,Right
007039202509191311075300530684,Right
006761202509182029075100510850,Right
012576202509121516074600460656,Right
004032202509051415074900490656,Right
004014202509172025075200520850,Right
006643202509181310074800480656,Right
012078202509051300074600460656,Right
009447202509031425075100510684,Right
004035202509181303075200520850,Right
009432202509031325075100510684,Right
012963202509181416074600460656,Wrong
009500202509041347075100510684,Wrong
010011202509061301075200520684,Right
002050202509061330075300530850,Right
010299202509101241075200520684,Right
006272202509031313075300530684,Right
002885202508091247075300530659,Right
010201202509082023075200520684,Right
006648202509111154075300530684,Right
013274202509231347074600460656,Right
004314202509181239074900490656,Right
009234202509181226074500450656,Right
009494202508301249075200520684,Right
011844202509021244074600460656,Right
005869202509171354074700470656,Right
010625202509151220075200520684,Right
005537202509011241075100510850,Wrong
006187202509141238075400540659,Right
005477202508311442075100510850,Right
011149202509231158075200520684,Wrong
008461202509021323074500450656,Right
009676202509012006075200520684,Right
004334202509191237074900490656,Wrong
008963202509121229074500450656,Right
004409202509231240074900490656,Right
008378202508311346074500450656,Wrong
012924202509181211074600460656,Right
006126202508311519075300530684,Right
006652202509151242075200520659,Right
009849202509101452075100510684,Right
003751202509091407075200520850,Right
004138202509211311075200520850,Right
003400202508311428075200520850,Right
007004202509231259075100510850,Right
006384202509121442075100510850,Right
009899202509111402075100510684,Right
011945202509031441074600460656,Right
007054202509191422075300530684,Right
009290202509191305074500450656,Right
006126202509091236075100510850,Right
006093202509011544075400540684,Right
003357202509041307075300530659,Right
009493202508301247075200520684,Right
006893202509211256075100510850,Right
013210202509221405074600460656,Right
009515202509241315074500450656,Right
008758202509081330074500450656,Right
010375202509191236075100510684,Right
005744202508091314075200520659,Right
003509202509031216075200520850,Right
010661202509151352075200520684,Wrong
007000202509181345075300530684,Right
010309202509181258075100510684,Right
006860202509201541075100510850,Right
005444202508311253075100510850,Right
009529202509241408074500450656,Right
005998202509081248075400540659,Right
004218202509131232074900490656,Right
002945202508121322075300530659,Right
003303202509011310075300530659,Right
013100202509211210074600460656,Right
006967202509231215075400540684,Wrong
003434202509081315075300530659,Right
013068202509201315074600460656,Right
006299202509011252075200520659,Right
006281202509031344075300530684,Right
008904202509111258074500450656,Right
003487202509021355075200520850,Wrong
011379202509061333075100510659,Right
010850202509181258075200520684,Right
003401202508311433075200520850,Right
005986202509221307074700470656,Right
006194202509101238075100510850,Wrong
009158202509161312074500450656,Right
012031202509211302075100510659,Right
012179202509241244075100510659,Right
013142202509211430074600460656,Right
004251202509242043075200520850,Right
006182202509031535075400540684,Right
010198202508091504075100510659,Right
003757202509091430075200520850,Right
006261202509111234075100510850,Right
002998202508151354075300530659,Right
009702202509081259075100510684,Right
011057202509211310075200520684,Right
006129202509031324074800480656,Right
009905202509111450075100510684,Right
005324202508301251074700470656,Right
006653202509111213075300530684,Right
006089202509021330074800480656,Right
004033202509051432074900490656,Right
005186202508131429075400540659,Right
012299202509081301074600460656,Right
007079202509241421075100510850,Right
012542202509121252074600460656,Right
006603202509121343075200520659,Right
004390202509221349074900490656,Right
004098202509191327075200520850,Right
005954202509211202074700470656,Right
002125202509101253075300530850,Right
006489202509131249074800480656,Right
010854202509181308075200520684,Right
005509202508312042075100510850,Right
005798202509151312074700470656,Right
011957202509191319075100510659,Right
005649202509101258074700470656,Right
012547202509121311074600460656,Right
010625202509231309075100510684,Right
013323202509241254074600460656,Right
009655202509011352075200520684,Right
006373202509121355075100510850,Wrong
013144202509211436074600460656,Right
006295202509111436075100510850,Wrong
005599202509011938075100510850,Right
009280202509011229075100510684,Right
006497202509081308075300530684,Right
006345202509091330074800480656,Right
003878202508301240074900490656,Right
009463202509231328074500450656,Right
011862202509021335074600460656,Right
006724202509211410074800480656,Right
011739202508311307074600460656,Right
012155202509231449075100510659,Wrong
009429202509031315075100510684,Right
008706202509071404074500450656,Right
006837202509211401075200520659,Right
012934202509181246074600460656,Right
012963202509181416074600460656,Wrong
009679202509012025075200520684,Right
005397202508301414075100510850,Right
006782202509181334075400540684,Right
005644202509101226074700470656,Right
009313202509201228074500450656,Right
011705202509131339075100510659,Wrong
007043202509191327075300530684,Right
006695202509201215074800480656,Right
005448202509031325074700470656,Right
009346202509211219074500450656,Right
006371202509191251075400540659,Right
006494202509102100075400540684,Right
003035202508181247075300530659,Right
006421202509062031075300530684,Right
011931202509031353074600460656,Wrong
001935202509011437075300530850,Wrong
005522202509011207075100510850,Right
008667202509061351074500450656,Right
002273202509181946075300530850,Wrong
010767202509171215075200520684,Right
006886202509161329075300530684,Right
013217202509221456074600460656,Right
006135202509031355074800480656,Right
005201202508141222075400540659,Right
011914202509031307074600460656,Right
006215202509151257075400540659,Right
012128202509231250075100510659,Right
003041202508181346075300530659,Right
001173202509061411075400540850,Right
006293202509111428075100510850,Right
005560202509011358075100510850,Right
005829202509021340075400540659,Right
012960202509181407074600460656,Right
007036202509231859075100510850,Right